,Tamaño_muestra_casillas,Tamaño_submuestra_votos,Error_maximo_q_025,Error_maximo_mediana,Error_maximo_q_975,Intervalo_M_grande_candidato_nom,Intervalo_M_grande_candidato_cob,Intervalo_M_grande_inter_q_025,Intervalo_M_grande_inter_mediana,Intervalo_M_grande_inter_q_975,Cobertura_m_candidato_nom,Cobertura_m_candidato,Cobertura_m_inter_q_025,Cobertura_m_inter_mediana,Cobertura_m_inter_q_975,Cob_JOAQUIN_DIAZ_MENA,Cob_RENAN_BARRERA_CONCHA,Cob_VIDA_ARAVARI_GOMEZ_HERRERA,Cob_VOTOS_NULOS_CAND_NO_REGIS,Cob_YAMIL_JASMIN_LOPEZ_MANRIQUE
0,100,500,0.002111996792502217,0.0113721780542822,0.03081614272339482,JOAQUIN_DIAZ_MENA,1.0,0.11609351191467673,0.12282327704690299,0.13011856264467175,JOAQUIN_DIAZ_MENA,1.0,0.11609351191467673,0.12282327704690299,0.13011856264467175,1.0,1.0,1.0,1.0,1.0
1,100,1000,0.0021336502539166546,0.01145825780930107,0.032481422072737874,JOAQUIN_DIAZ_MENA,0.997,0.08147146473680714,0.08660349657464841,0.09179147295043018,JOAQUIN_DIAZ_MENA,0.997,0.08147146473680714,0.08660349657464841,0.09179147295043018,0.997,0.997,1.0,1.0,1.0
2,100,2000,0.002078020660421249,0.011100402721901353,0.03163354493738006,JOAQUIN_DIAZ_MENA,0.981,0.057315959147686814,0.060997054665313355,0.06460277367734822,RENAN_BARRERA_CONCHA,0.973,0.05664974948859733,0.06012258278651064,0.06390946152356553,0.981,0.973,0.999,1.0,0.998
3,100,5000,0.0021814788747416096,0.011234325395685862,0.033434516561404636,JOAQUIN_DIAZ_MENA,0.812,0.03565487028465411,0.03791178888773103,0.04023954845176079,RENAN_BARRERA_CONCHA,0.803,0.035227037241108775,0.03745953703392205,0.03980303458911787,0.812,0.803,0.932,0.988,0.974
4,100,10000,0.002308910181036431,0.011382066813434122,0.031514481495552256,JOAQUIN_DIAZ_MENA,0.642,0.024481851462246396,0.025937889500921824,0.027422381364019397,RENAN_BARRERA_CONCHA,0.639,0.024166639828112926,0.025681285575614166,0.027197679589926055,0.642,0.639,0.79,0.973,0.886
5,100,20000,0.0023002451573676265,0.01112326055401347,0.03280537017921398,JOAQUIN_DIAZ_MENA,0.487,0.016215367496043076,0.017173180264001053,0.018156503162778247,RENAN_BARRERA_CONCHA,0.453,0.016048948291098694,0.016968721768234662,0.017980313356696892,0.487,0.453,0.607,0.922,0.702
6,150,500,0.0017623969296966732,0.00945777492046887,0.02619669530904493,JOAQUIN_DIAZ_MENA,1.0,0.1159648442980962,0.1228937615850241,0.13058304005802873,JOAQUIN_DIAZ_MENA,1.0,0.1159648442980962,0.1228937615850241,0.13058304005802873,1.0,1.0,1.0,1.0,1.0
7,150,1000,0.001626426675977025,0.009055521138386952,0.028069007070608793,JOAQUIN_DIAZ_MENA,1.0,0.0817152615435868,0.08673660896343416,0.09182319663380933,JOAQUIN_DIAZ_MENA,1.0,0.0817152615435868,0.08673660896343416,0.09182319663380933,1.0,1.0,1.0,1.0,1.0
8,150,2000,0.0019302516314428236,0.009024510813509579,0.025673616279383884,JOAQUIN_DIAZ_MENA,0.997,0.05782502377519784,0.06114401369648323,0.06488062758316808,RENAN_BARRERA_CONCHA,0.991,0.05702307189094666,0.06041188530138908,0.06388812230913582,0.997,0.991,0.999,1.0,1.0
9,150,5000,0.0016817758698358526,0.009064499096173323,0.02763418475482687,JOAQUIN_DIAZ_MENA,0.905,0.0360868537310444,0.03831612110211888,0.04066064895007574,RENAN_BARRERA_CONCHA,0.894,0.035582444652406224,0.03781561113540824,0.040111881383302135,0.905,0.894,0.982,1.0,0.989
10,150,10000,0.0016848927798067852,0.009434937191630383,0.02629450639078991,JOAQUIN_DIAZ_MENA,0.779,0.024978197179469773,0.02653194122951613,0.028031037197620144,RENAN_BARRERA_CONCHA,0.75,0.02476840875206266,0.026267931914725984,0.027869011993859064,0.779,0.75,0.889,0.982,0.946
11,150,20000,0.0018823375511915013,0.009273915715590636,0.026256668255782555,JOAQUIN_DIAZ_MENA,0.568,0.01700135933001119,0.0179636594357791,0.0190642439076825,RENAN_BARRERA_CONCHA,0.542,0.016788187706315037,0.017759908657290047,0.018828155065163332,0.568,0.542,0.733,0.944,0.79
12,200,500,0.0014513731971671816,0.007587768840254777,0.02318013084769341,JOAQUIN_DIAZ_MENA,1.0,0.11589018627939289,0.12279005536195323,0.1302366062966734,JOAQUIN_DIAZ_MENA,1.0,0.11589018627939289,0.12279005536195323,0.1302366062966734,1.0,1.0,1.0,1.0,1.0
13,200,1000,0.0015197196290823002,0.0078024976470962015,0.021603848381932703,JOAQUIN_DIAZ_MENA,1.0,0.08189085184133678,0.08683922796865859,0.09271721997165852,JOAQUIN_DIAZ_MENA,1.0,0.08189085184133678,0.08683922796865859,0.09271721997165852,1.0,1.0,1.0,1.0,1.0
14,200,2000,0.00154914889304788,0.007941140487418369,0.022507475156046453,JOAQUIN_DIAZ_MENA,0.998,0.05781218332216036,0.061197574560579365,0.06470680811712734,JOAQUIN_DIAZ_MENA,0.998,0.05781218332216036,0.061197574560579365,0.06470680811712734,0.998,0.998,1.0,1.0,1.0
15,200,5000,0.0015236620656156959,0.008165454452957105,0.023202010614527948,JOAQUIN_DIAZ_MENA,0.953,0.036261959396311064,0.03844232042648474,0.04067727876757901,RENAN_BARRERA_CONCHA,0.94,0.03573403615471153,0.03798632485084599,0.04040522198937064,0.953,0.94,0.987,1.0,0.997
16,200,10000,0.0016899302293331983,0.007750141748590844,0.02274229860007372,JOAQUIN_DIAZ_MENA,0.861,0.02537304239247013,0.026829520959508663,0.028476217519879665,RENAN_BARRERA_CONCHA,0.834,0.025050873076957796,0.02648161124864301,0.02812966888267651,0.861,0.834,0.942,0.996,0.974
17,200,20000,0.0016337163280437355,0.00776810340795564,0.023231038059189097,JOAQUIN_DIAZ_MENA,0.667,0.01736712556832774,0.018368648083583683,0.01952895261125113,RENAN_BARRERA_CONCHA,0.647,0.017089739371317348,0.018204170485604826,0.019286993818038344,0.667,0.647,0.8,0.963,0.882
18,250,500,0.001282754427438293,0.007222022192372585,0.0204469324045899,JOAQUIN_DIAZ_MENA,1.0,0.11580708591154391,0.12288100216048647,0.13065067834188196,JOAQUIN_DIAZ_MENA,1.0,0.11580708591154391,0.12288100216048647,0.13065067834188196,1.0,1.0,1.0,1.0,1.0
19,250,1000,0.0015404895721448952,0.007360655596464094,0.019842542403546607,JOAQUIN_DIAZ_MENA,1.0,0.08181204239411113,0.08692839008883999,0.09220063302746272,JOAQUIN_DIAZ_MENA,1.0,0.08181204239411113,0.08692839008883999,0.09220063302746272,1.0,1.0,1.0,1.0,1.0
20,250,2000,0.0013412694970981463,0.006816773022555872,0.01995412451475187,JOAQUIN_DIAZ_MENA,0.999,0.05793042031431661,0.061306563021300414,0.06455172008120076,JOAQUIN_DIAZ_MENA,0.999,0.05793042031431661,0.061306563021300414,0.06455172008120076,0.999,0.999,1.0,1.0,1.0
21,250,5000,0.0012146770306557281,0.006752696915665463,0.020636994330876877,JOAQUIN_DIAZ_MENA,0.971,0.036325633950572284,0.038604633845542774,0.04075358094685602,RENAN_BARRERA_CONCHA,0.968,0.0359417804074318,0.038050039919357154,0.0404545503964448,0.971,0.968,0.999,1.0,1.0
22,250,10000,0.0013659405008748348,0.006734146927850265,0.0201140111199821,JOAQUIN_DIAZ_MENA,0.885,0.02537222287637622,0.026941155667440986,0.02865400738241426,RENAN_BARRERA_CONCHA,0.871,0.025033740677619737,0.026656191767176207,0.02832669378283704,0.885,0.871,0.965,0.998,0.992
23,250,20000,0.0015795712792324404,0.0068216240655051275,0.020083574702533077,JOAQUIN_DIAZ_MENA,0.737,0.017567097751961608,0.018639601233110148,0.01973548707769789,RENAN_BARRERA_CONCHA,0.725,0.017343431399015525,0.018390187305070083,0.01953424049012602,0.737,0.725,0.84,0.988,0.918
